IsActiveMember,CustomerID,Surname,CreditScore,RiskLevel,Geography,Gender,Age,AgeGroup,Tenure,TenureGroup,Balance,NumuberofProducts,AccountType,HasCrCard,IsActiveMember,EstimatedSalary,CustomerValue,IncomeGroup,Exited,ChurnFlag
2970,15726358,Chiemenam,681,Medium Risk,France,Male,34,Middle Age,7,Loyal,0,2,Standard,0,0,130686.59,High Value,High,0,Retained
2971,15595228,Wanliss,815,Low Risk,France,Male,45,Middle Age,7,Loyal,0,1,Basic,0,1,52885.23,Medium Value,Medium,1,Churned
2972,15782530,Bruce,681,Medium Risk,Spain,Male,30,Middle Age,2,New,111093.01,1,Basic,1,0,68985.99,Medium Value,Medium,0,Retained
2973,15592877,Wright,641,Medium Risk,Spain,Male,42,Middle Age,9,Very Loyal,132657.55,1,Basic,1,0,35367.19,Low value,Low,0,Retained
2974,15651983,Fang,591,Medium Risk,France,Female,56,Old,9,Very Loyal,128882.49,1,Basic,1,1,196241.94,Medium Value,High,1,Churned
2975,15746737,Eames,565,Medium Risk,Germany,Male,59,Old,9,Very Loyal,69129.59,1,Basic,1,1,170705.53,Medium Value,High,0,Retained
2976,15774179,Sutherland,487,High Risk,France,Male,37,Middle Age,6,Loyal,0,2,Standard,1,1,126477.41,High Value,High,0,Retained
2977,15667265,Cavenagh,729,Low Risk,France,Male,39,Middle Age,4,Established,121404.64,1,Basic,1,1,159618.17,Medium Value,High,0,Retained
2978,15655123,Dumetolisa,505,Medium Risk,Spain,Female,45,Middle Age,9,Very Loyal,131355.3,3,Premium,1,0,195395.33,High Value,High,1,Churned
2979,15595917,Mackay,580,Medium Risk,France,Female,35,Middle Age,1,New,102097.33,1,Basic,0,1,168285.85,Medium Value,High,0,Retained
2980,15668385,Dellucci,642,Medium Risk,France,Male,40,Middle Age,1,New,154863.15,1,Basic,1,1,138052.51,Medium Value,High,0,Retained
2981,15709476,Kenyon,850,Low Risk,Spain,Female,41,Middle Age,3,Established,99945.93,2,Standard,1,0,71179.31,Medium Value,Medium,0,Retained
2982,15711218,Parry,616,Medium Risk,Germany,Male,39,Middle Age,2,New,121704.32,2,Standard,1,0,55556.3,Medium Value,Medium,0,Retained
2983,15798659,Kennedy,526,Medium Risk,Spain,Female,43,Middle Age,3,Established,0,2,Standard,1,0,31705.19,Low value,Low,0,Retained
2984,15663939,Arnott,523,Medium Risk,Germany,Male,35,Middle Age,8,Loyal,138782.76,1,Basic,1,1,186118.93,Medium Value,High,0,Retained
2985,15694946,Hanson,663,Medium Risk,France,Male,35,Middle Age,9,Very Loyal,0,2,Standard,1,1,195580.28,High Value,High,0,Retained
2986,15631912,T'ao,840,Low Risk,France,Male,30,Middle Age,8,Loyal,136291.71,1,Basic,1,0,54113.38,Medium Value,Medium,0,Retained
2987,15768816,Shen,570,Medium Risk,Germany,Male,42,Middle Age,0,New,107856.57,2,Standard,1,0,127528.84,High Value,High,0,Retained
2988,15682268,Steere,676,Medium Risk,Germany,Female,26,Adolescence,1,New,108348.66,1,Basic,0,0,60231.74,Medium Value,Medium,1,Churned
2989,15684801,Abbott,689,Medium Risk,France,Male,47,Middle Age,1,New,93871.95,3,Premium,1,0,156878.42,High Value,High,1,Churned
2990,15636428,Sutherland,703,Low Risk,Spain,Female,45,Middle Age,1,New,0,1,Basic,1,0,182784.11,Medium Value,High,1,Churned
2991,15809823,Thurgood,491,High Risk,Germany,Male,19,Adolescence,2,New,125860.2,1,Basic,0,0,129690.5,Medium Value,High,0,Retained
2992,15699284,Johnson,584,Medium Risk,France,Male,49,Middle Age,8,Loyal,172713.44,1,Basic,1,0,113860.81,Medium Value,High,0,Retained
2993,15786993,Lung,810,Low Risk,France,Female,51,Old,5,Established,0,2,Standard,0,1,184524.74,High Value,High,0,Retained
2994,15709441,Cocci,745,Low Risk,Spain,Female,59,Old,8,Loyal,0,1,Basic,1,1,36124.98,Low value,Low,0,Retained
2995,15710257,Matveyeva,625,Medium Risk,France,Female,39,Middle Age,3,Established,130786.92,1,Basic,0,1,121316.07,Medium Value,High,0,Retained
2996,15582492,Moore,535,Medium Risk,France,Female,29,Adolescence,2,New,112367.34,1,Basic,1,0,185630.76,Medium Value,High,0,Retained
2997,15575694,Yobachukwu,729,Low Risk,Spain,Female,45,Middle Age,7,Loyal,91091.06,2,Standard,1,0,71133.12,Medium Value,Medium,0,Retained
2998,15756820,Fleming,655,Medium Risk,France,Female,26,Adolescence,7,Loyal,106198.5,1,Basic,0,1,32020.42,Low value,Low,0,Retained
2999,15766289,Dickinson,751,Low Risk,France,Male,47,Middle Age,5,Established,142669.93,2,Standard,1,0,162760.96,High Value,High,0,Retained
3000,15593014,Evseyev,525,Medium Risk,France,Male,33,Middle Age,1,New,112833.35,1,Basic,0,1,175178.56,Medium Value,High,0,Retained
3001,15584545,Aksenov,532,Medium Risk,France,Female,40,Middle Age,5,Established,0,2,Standard,0,1,177099.71,High Value,High,0,Retained
3002,15675949,Fleming,696,Medium Risk,Spain,Female,43,Middle Age,4,Established,0,2,Standard,1,1,66406.37,Medium Value,Medium,0,Retained
3003,15672091,Ulyanov,786,Low Risk,Germany,Female,32,Middle Age,2,New,104336.43,2,Standard,0,0,59559.81,Medium Value,Medium,0,Retained
3004,15801658,Summers,580,Medium Risk,France,Male,55,Old,6,Loyal,104305.74,1,Basic,0,1,175750.21,Medium Value,High,0,Retained
3005,15706185,Clements,596,Medium Risk,Germany,Male,47,Middle Age,5,Established,140187.1,2,Standard,1,1,174311.3,High Value,High,0,Retained
3006,15789863,Kazakova,683,Medium Risk,France,Male,39,Middle Age,4,Established,0,2,Standard,1,0,171716.81,High Value,High,0,Retained
3007,15720943,Pirozzi,747,Low Risk,France,Female,45,Middle Age,1,New,114959.12,1,Basic,1,0,189362.39,Medium Value,High,1,Churned
3008,15697997,Jamieson,602,Medium Risk,France,Male,33,Middle Age,5,Established,164704.38,1,Basic,0,1,180716.1,Medium Value,High,1,Churned
3009,15665416,Ferri,779,Low Risk,France,Male,62,Old,10,Very Loyal,119096.55,1,Basic,0,1,116977.89,Medium Value,High,0,Retained
3010,15660200,Mai,551,Medium Risk,France,Male,31,Middle Age,1,New,0,2,Standard,1,1,185105.44,High Value,High,0,Retained
3011,15619653,Hannaford,666,Medium Risk,France,Male,47,Middle Age,2,New,0,1,Basic,1,0,35046.97,Low value,Low,1,Churned
3012,15773447,Fomin,526,Medium Risk,Spain,Male,30,Middle Age,8,Loyal,0,1,Basic,1,0,36251,Low value,Low,0,Retained
3013,15739160,Mahon,849,Low Risk,France,Female,41,Middle Age,9,Very Loyal,115465.28,1,Basic,1,0,103174.5,Medium Value,High,0,Retained
3014,15689237,Shaw,471,High Risk,France,Female,27,Adolescence,4,Established,0,2,Standard,1,0,122642.09,High Value,High,0,Retained
3015,15679297,Volkova,628,Medium Risk,Spain,Male,43,Middle Age,3,Established,184926.61,1,Basic,1,0,122937.57,Medium Value,High,0,Retained
3016,15591433,Miles,674,Medium Risk,Germany,Male,43,Middle Age,8,Loyal,85957.88,2,Standard,1,0,8757.39,Low value,Low,0,Retained
3017,15642725,Madison,797,Low Risk,France,Male,32,Middle Age,10,Very Loyal,114084.6,1,Basic,0,1,125782.29,Medium Value,High,0,Retained
3018,15701962,Scott,590,Medium Risk,Spain,Female,29,Adolescence,2,New,166930.76,2,Standard,1,0,122487.73,High Value,High,0,Retained
3019,15811613,Voss,588,Medium Risk,France,Female,27,Adolescence,8,Loyal,0,1,Basic,1,0,20066.38,Low value,Low,0,Retained
3020,15741049,Colebatch,577,Medium Risk,France,Male,29,Adolescence,7,Loyal,0,2,Standard,1,1,55473.15,Medium Value,Medium,0,Retained
3021,15724423,Wilson,571,Medium Risk,France,Female,38,Middle Age,6,Loyal,107193.82,2,Standard,0,0,38962.94,Low value,Low,0,Retained
3022,15574305,T'ang,680,Medium Risk,France,Male,36,Middle Age,3,Established,116275.12,1,Basic,1,1,63795.8,Medium Value,Medium,0,Retained
3023,15678168,Gibson,648,Medium Risk,Spain,Female,27,Adolescence,7,Loyal,0,2,Standard,1,1,163060.43,High Value,High,0,Retained
3024,15697020,Hs?eh,618,Medium Risk,France,Male,39,Middle Age,2,New,91068.56,1,Basic,1,0,26578.69,Low value,Low,0,Retained
3025,15610801,Pan,648,Medium Risk,Germany,Male,41,Middle Age,5,Established,123049.21,1,Basic,0,1,5066.76,Low value,Low,0,Retained
3026,15745232,Chikelu,759,Low Risk,France,Female,39,Middle Age,6,Loyal,0,2,Standard,1,1,140497.67,High Value,High,0,Retained
3027,15722758,Allan,585,Medium Risk,France,Male,40,Middle Age,7,Loyal,0,2,Standard,0,0,146156.98,High Value,High,0,Retained
3028,15792102,Yefremova,774,Low Risk,France,Female,42,Middle Age,3,Established,137781.65,1,Basic,0,0,199316.19,Medium Value,High,0,Retained
3029,15675185,Chuang,697,Medium Risk,Germany,Female,48,Middle Age,2,New,108128.96,2,Standard,1,1,103944.37,High Value,High,0,Retained
3030,15801247,Fan,605,Medium Risk,Spain,Male,39,Middle Age,10,Very Loyal,105317.73,2,Standard,1,0,138021.36,High Value,High,0,Retained
3031,15725660,Dellucci,676,Medium Risk,France,Male,20,Adolescence,1,New,80569.73,1,Basic,0,0,68621.98,Medium Value,Medium,0,Retained
3032,15638963,Garran,678,Medium Risk,France,Female,22,Adolescence,4,Established,174852.89,1,Basic,1,1,28149.06,Low value,Low,0,Retained
3033,15800061,Moretti,495,High Risk,Spain,Female,45,Middle Age,3,Established,89158.94,3,Premium,1,0,135169.76,High Value,High,1,Churned
3034,15578006,Yao,787,Low Risk,France,Female,85,Old,10,Very Loyal,0,2,Standard,1,1,116537.96,High Value,High,0,Retained
3035,15668504,Lucchesi,770,Low Risk,France,Male,36,Middle Age,2,New,89800.14,1,Basic,1,1,105922.69,Medium Value,High,0,Retained
3036,15687491,Nkemdilim,817,Low Risk,Germany,Male,45,Middle Age,9,Very Loyal,101207.75,1,Basic,0,0,88211.12,Medium Value,Medium,1,Churned
3037,15610403,Anderson,659,Medium Risk,France,Male,43,Middle Age,1,New,106086.42,2,Standard,1,0,26900.63,Low value,Low,0,Retained
3038,15741094,Sagese,693,Medium Risk,France,Male,21,Adolescence,1,New,0,2,Standard,1,1,3494.02,Low value,Low,0,Retained
3039,15807909,Rubensohn,744,Low Risk,France,Male,47,Middle Age,9,Very Loyal,0,2,Standard,1,0,113163.17,High Value,High,0,Retained
3040,15666141,Baldwin,829,Low Risk,Spain,Female,26,Adolescence,8,Loyal,101440.36,2,Standard,1,1,19324.5,Low value,Low,0,Retained
3041,15617134,Iqbal,716,Low Risk,France,Male,38,Middle Age,4,Established,0,2,Standard,1,0,189678.7,High Value,High,0,Retained
3042,15783029,Monaldo,671,Medium Risk,France,Male,34,Middle Age,7,Loyal,106603.74,2,Standard,1,1,26387.71,Low value,Low,0,Retained
3043,15622833,Mahon,835,Low Risk,Germany,Female,29,Adolescence,10,Very Loyal,130420.2,2,Standard,0,0,106276.55,High Value,High,0,Retained
3044,15746422,Muir,636,Medium Risk,France,Female,38,Middle Age,1,New,0,1,Basic,1,0,45015.38,Low value,Low,0,Retained
3045,15750839,Burns,649,Medium Risk,Spain,Male,29,Adolescence,2,New,45022.23,1,Basic,1,1,173495.77,Medium Value,High,0,Retained
3046,15749130,Dyer,621,Medium Risk,Germany,Male,27,Adolescence,1,New,74298.43,1,Basic,1,1,52581.96,Medium Value,Medium,0,Retained
3047,15779862,Lyons,658,Medium Risk,Germany,Female,31,Middle Age,3,Established,133003.03,1,Basic,0,1,146339.27,Medium Value,High,1,Churned
3048,15767871,H?,784,Low Risk,Spain,Male,48,Middle Age,7,Loyal,0,2,Standard,1,1,182609.97,High Value,High,0,Retained
3049,15679651,Gardiner,783,Low Risk,Spain,Female,37,Middle Age,1,New,136689.66,1,Basic,1,0,197890.65,Medium Value,High,0,Retained
3050,15576219,Cameron,615,Medium Risk,France,Male,32,Middle Age,4,Established,0,2,Standard,1,1,6225.63,Low value,Low,0,Retained
3051,15699247,Chapman,791,Low Risk,France,Female,44,Middle Age,5,Established,0,2,Standard,1,1,123977.86,High Value,High,1,Churned
3052,15619087,Taylor,762,Low Risk,France,Male,53,Old,1,New,102520.37,1,Basic,1,1,170195.4,Medium Value,High,0,Retained
3053,15605327,Namatjira,607,Medium Risk,France,Male,35,Middle Age,2,New,0,2,Standard,1,1,114190.3,High Value,High,0,Retained
3054,15610140,He,601,Medium Risk,France,Female,34,Middle Age,5,Established,0,2,Standard,1,0,27022.57,Low value,Low,0,Retained
3055,15791174,Leibius,540,Medium Risk,Spain,Male,67,Old,1,New,88382.01,1,Basic,0,1,59457,Medium Value,Medium,0,Retained
3056,15602373,White,812,Low Risk,France,Male,44,Middle Age,4,Established,115049.15,2,Standard,1,0,165038.41,High Value,High,0,Retained
3057,15762605,Wall,685,Medium Risk,France,Male,58,Old,1,New,104796.54,1,Basic,1,1,154181.41,Medium Value,High,0,Retained
3058,15598840,Moretti,680,Medium Risk,France,Male,33,Middle Age,1,New,123082.08,1,Basic,1,0,134960.98,Medium Value,High,0,Retained
3059,15744279,Patterson,680,Medium Risk,Spain,Female,58,Old,8,Loyal,0,2,Standard,1,1,65708.5,Medium Value,Medium,0,Retained
3060,15670619,Coppin,631,Medium Risk,France,Female,33,Middle Age,8,Loyal,0,2,Standard,0,0,117374.22,High Value,High,0,Retained
3061,15599533,Tsao,569,Medium Risk,France,Female,43,Middle Age,7,Loyal,0,2,Standard,1,1,77703.19,Medium Value,Medium,0,Retained
3062,15757837,Kao,584,Medium Risk,Germany,Male,33,Middle Age,3,Established,88311.48,2,Standard,1,1,177651.38,High Value,High,0,Retained
3063,15697574,Stewart,582,Medium Risk,France,Female,40,Middle Age,9,Very Loyal,0,3,Premium,1,1,60954.45,Medium Value,Medium,0,Retained
3064,15578738,Tuan,609,Medium Risk,France,Male,32,Middle Age,7,Loyal,71872.19,1,Basic,1,1,151924.9,Medium Value,High,0,Retained
3065,15762228,Barnes,506,Medium Risk,Spain,Male,35,Middle Age,6,Loyal,110046.93,2,Standard,1,0,26318.73,Low value,Low,0,Retained
3066,15614827,Sun,503,Medium Risk,France,Male,42,Middle Age,8,Loyal,104430.08,1,Basic,1,1,147557.71,Medium Value,High,0,Retained
3067,15789815,Fallaci,503,Medium Risk,France,Female,28,Adolescence,5,Established,0,2,Standard,1,0,125918.17,High Value,High,0,Retained
3068,15579781,Buccho,806,Low Risk,Germany,Male,31,Middle Age,10,Very Loyal,138653.51,1,Basic,1,0,190803.37,Medium Value,High,0,Retained
3069,15587013,Tien,653,Medium Risk,France,Female,31,Middle Age,7,Loyal,102575.04,1,Basic,1,1,11043.54,Low value,Low,0,Retained
3070,15570932,Pirozzi,666,Medium Risk,France,Male,43,Middle Age,7,Loyal,137780.74,2,Standard,1,1,119100.05,High Value,High,1,Churned
3071,15794661,Liu,674,Medium Risk,Spain,Male,32,Middle Age,2,New,0,2,Standard,1,0,140579.17,High Value,High,0,Retained
3072,15581654,Long,798,Low Risk,France,Male,32,Middle Age,7,Loyal,0,2,Standard,0,1,37731.95,Low value,Low,0,Retained
3073,15644296,Scott,740,Low Risk,France,Female,30,Middle Age,8,Loyal,105209.54,1,Basic,1,0,1852.58,Low value,Low,0,Retained
3074,15614420,Gerasimova,531,Medium Risk,Germany,Female,32,Middle Age,0,New,109570.21,2,Standard,1,1,172049.84,High Value,High,0,Retained
3075,15609653,Ifeatu,614,Medium Risk,Germany,Female,44,Middle Age,6,Loyal,118715.86,1,Basic,1,0,133591.11,Medium Value,High,1,Churned
3076,15594577,De Luca,556,Medium Risk,France,Male,35,Middle Age,10,Very Loyal,0,2,Standard,1,1,192751.18,High Value,High,0,Retained
3077,15584114,Ogbonnaya,678,Medium Risk,Germany,Female,43,Middle Age,2,New,153393.18,2,Standard,1,1,193828.27,High Value,High,0,Retained
3078,15673367,Humffray,587,Medium Risk,Germany,Male,33,Middle Age,6,Loyal,132603.36,1,Basic,1,0,55775.72,Medium Value,Medium,0,Retained
3079,15685576,Degtyaryov,527,Medium Risk,Spain,Female,36,Middle Age,6,Loyal,0,2,Standard,1,1,102280.29,High Value,High,0,Retained
3080,15774727,Monaldo,757,Low Risk,Germany,Female,34,Middle Age,1,New,129398.01,2,Standard,0,0,44965.44,Low value,Low,0,Retained
3081,15694288,Cawthorne,468,High Risk,Spain,Male,28,Adolescence,3,Established,0,2,Standard,1,0,170661.02,High Value,High,0,Retained
3082,15603319,Graham,693,Medium Risk,France,Male,29,Adolescence,2,New,151352.74,1,Basic,0,0,197145.89,Medium Value,High,0,Retained
3083,15759066,Carpenter,483,High Risk,France,Female,44,Middle Age,5,Established,136836.49,1,Basic,1,0,192359.9,Medium Value,High,1,Churned
3084,15814816,Kambinachi,466,High Risk,France,Male,40,Middle Age,4,Established,91592.06,1,Basic,1,0,141210.18,Medium Value,High,1,Churned
3085,15724402,Tyler,770,Low Risk,France,Female,30,Middle Age,8,Loyal,0,2,Standard,1,0,100557.03,High Value,High,0,Retained
3086,15571059,Martin,734,Low Risk,France,Female,54,Old,3,Established,0,1,Basic,1,0,130805.54,Medium Value,High,1,Churned
3087,15674206,Walker,716,Low Risk,France,Female,22,Adolescence,8,Loyal,0,2,Standard,1,1,92606.98,Medium Value,Medium,0,Retained
3088,15715160,Khan,439,High Risk,France,Male,36,Middle Age,2,New,165536.28,2,Standard,1,1,123956.83,High Value,High,0,Retained
3089,15730448,Iroawuchi,538,Medium Risk,Germany,Male,25,Adolescence,5,Established,62482.95,1,Basic,1,1,102758.43,Medium Value,High,0,Retained
3090,15662067,Summers,743,Low Risk,France,Male,40,Middle Age,8,Loyal,68155.59,1,Basic,1,0,94876.65,Medium Value,Medium,0,Retained
3091,15779581,Bottrill,734,Low Risk,Spain,Female,43,Middle Age,3,Established,55853.33,2,Standard,0,1,94811.85,Medium Value,Medium,1,Churned
3092,15662901,Hu,656,Medium Risk,France,Male,37,Middle Age,2,New,0,2,Standard,0,1,67840.81,Medium Value,Medium,0,Retained
3093,15689751,Jones,666,Medium Risk,France,Female,31,Middle Age,2,New,79589.43,1,Basic,0,0,4050.57,Low value,Low,0,Retained
3094,15667742,Vincent,627,Medium Risk,Spain,Male,41,Middle Age,5,Established,100880.76,1,Basic,0,1,134665.25,Medium Value,High,0,Retained
3095,15738448,Sanford,480,High Risk,Germany,Female,25,Adolescence,3,Established,174330.35,2,Standard,0,0,181647.13,High Value,High,0,Retained
3096,15680243,Brown,792,Low Risk,France,Male,19,Adolescence,7,Loyal,143390.51,1,Basic,1,0,33282.84,Low value,Low,0,Retained
3097,15745083,Lei,613,Medium Risk,Germany,Male,59,Old,8,Loyal,91415.76,1,Basic,0,0,27965,Low value,Low,1,Churned
3098,15708228,Toscani,476,High Risk,Germany,Male,30,Middle Age,3,Established,134366.42,1,Basic,1,0,68343.53,Medium Value,Medium,0,Retained
3099,15628523,Chien,539,Medium Risk,France,Female,24,Adolescence,3,Established,0,2,Standard,1,1,198161.07,High Value,High,0,Retained
3100,15708196,Uchenna,696,Medium Risk,Spain,Male,60,Old,8,Loyal,88786.81,1,Basic,1,1,196858.4,Medium Value,High,0,Retained
3101,15735549,Lori,810,Low Risk,Germany,Male,35,Middle Age,3,Established,96814.46,2,Standard,1,1,120511.03,High Value,High,0,Retained
3102,15809347,Fanucci,763,Low Risk,Germany,Male,32,Middle Age,9,Very Loyal,160680.41,1,Basic,1,0,30886.35,Low value,Low,0,Retained
3103,15660866,Chimaobim,640,Medium Risk,France,Female,29,Adolescence,3,Established,0,2,Standard,1,0,2743.69,Low value,Low,0,Retained
3104,15766609,Jowers,655,Medium Risk,France,Female,47,Middle Age,10,Very Loyal,0,2,Standard,1,0,167778.62,High Value,High,0,Retained
3105,15654230,Miller,526,Medium Risk,Germany,Male,31,Middle Age,5,Established,145537.21,1,Basic,1,0,132404.64,Medium Value,High,0,Retained
3106,15794566,Kirsova,678,Medium Risk,France,Female,28,Adolescence,4,Established,0,2,Standard,1,1,144423.17,High Value,High,1,Churned
3107,15800890,T'ien,554,Medium Risk,France,Female,45,Middle Age,6,Loyal,0,2,Standard,1,1,181204.5,High Value,High,0,Retained
3108,15697424,Ku,597,Medium Risk,Spain,Female,30,Middle Age,2,New,119370.11,1,Basic,1,1,182726.22,Medium Value,High,1,Churned
3109,15724536,Chin,560,Medium Risk,Spain,Female,28,Adolescence,1,New,0,2,Standard,1,1,120880.72,High Value,High,0,Retained
3110,15735878,Law,850,Low Risk,Germany,Female,47,Middle Age,10,Very Loyal,134381.52,1,Basic,0,0,26812.89,Low value,Low,1,Churned
3111,15707596,Chung,546,Medium Risk,Germany,Female,74,Old,8,Loyal,114888.74,2,Standard,1,1,66732.63,Medium Value,Medium,1,Churned
3112,15657163,Cockrum,623,Medium Risk,Germany,Male,42,Middle Age,1,New,149332.48,2,Standard,1,0,100834.22,High Value,High,0,Retained
3113,15622478,Greaves,698,Medium Risk,France,Female,40,Middle Age,7,Loyal,105061.74,3,Premium,1,0,107815.31,High Value,High,1,Churned
3114,15779529,Grant,620,Medium Risk,France,Male,32,Middle Age,7,Loyal,0,2,Standard,1,1,34665.79,Low value,Low,0,Retained
3115,15636023,O'Donnell,619,Medium Risk,France,Female,40,Middle Age,10,Very Loyal,0,1,Basic,1,1,147093.84,Medium Value,High,1,Churned
3116,15582066,Maclean,561,Medium Risk,France,Male,21,Adolescence,4,Established,0,1,Basic,1,1,36942.35,Low value,Low,0,Retained
3117,15666675,Hsieh,753,Low Risk,France,Female,39,Middle Age,7,Loyal,155062.8,1,Basic,1,1,16460.77,Low value,Low,0,Retained
3118,15732987,Hs?,721,Low Risk,Spain,Male,43,Middle Age,3,Established,88798.34,1,Basic,0,0,45610.63,Low value,Low,0,Retained
3119,15789432,Mazzanti,451,High Risk,France,Male,33,Middle Age,6,Loyal,0,2,Standard,1,0,184954.11,High Value,High,0,Retained
3120,15663161,Chiu,680,Medium Risk,Germany,Female,51,Old,5,Established,143139.87,1,Basic,0,0,47795.43,Low value,Low,1,Churned
3121,15694879,Reeves,590,Medium Risk,Spain,Female,23,Adolescence,7,Loyal,0,2,Standard,1,0,196789.9,High Value,High,0,Retained
3122,15593715,Castiglione,634,Medium Risk,Germany,Male,27,Adolescence,3,Established,107027.52,1,Basic,1,0,173425.68,Medium Value,High,0,Retained
3123,15575002,Ferguson,676,Medium Risk,France,Male,29,Adolescence,4,Established,140720.93,1,Basic,1,0,36221.18,Low value,Low,0,Retained
3124,15622171,Nnamdi,642,Medium Risk,France,Male,30,Middle Age,8,Loyal,80964.57,2,Standard,1,0,174738.2,High Value,High,0,Retained
